id,name,now_cost,position,team,starts_per_90,chance_of_playing_next_round,cost_change_event_fall,transfers_out,threat_rank_type,selected_by_percent,cost_change_start,cost_change_start_fall,threat_rank,clean_sheets,web_name,ict_index_rank_type,total_points,ep_next,status,ict_index,expected_goals_per_90,clean_sheets_per_90,points_per_game,yellow_cards,now_cost_rank_type,transfers_in,form_rank,saves,event_points,bonus,expected_goals,expected_goals_conceded_per_90,penalties_order,corners_and_indirect_freekicks_order,cost_change_event,in_dreamteam,ep_this,goals_conceded,selected_rank,chance_of_playing_this_round,goals_conceded_per_90,expected_goals_conceded,expected_assists,points_per_game_rank_type,starts,expected_goal_involvements,goals_scored,saves_per_90,creativity,threat,expected_goal_involvements_per_90,ict_index_rank,now_cost_rank,creativity_rank,value_form,news_added,influence,selected_rank_type,creativity_rank_type,influence_rank_type,bps,value_season,expected_assists_per_90,transfers_out_event,assists,influence_rank,news,transfers_in_event,form,minutes,direct_freekicks_order,form_rank_type,points_per_game_rank,dreamteam_count,red_cards
58,Youri Tielemans,60,MID,Aston Villa,0.0,,0,10256,90,1.1,0,0,163,0,Tielemans,79,1,2.2,a,1.9,0.0,0.0,1.0,0,39,2378,270,0,1,0,0.00,4.4,,,0,False,1.7,3,158,,6.0,2.20,0.09,128,0,0.09,0,0.0,13.3,2.0,0.18,164,66,83,0.2,,3.4,51,56,87,3,0.2,0.18,10256,0,195,,2378,1.0,45,,128,270,0,0
59,Bertrand Traoré,50,MID,Aston Villa,0.0,0.0,0,676,190,0.0,0,0,510,0,Bertrand Traoré,205,0,0.0,i,0.0,0.0,0.0,0.0,0,122,13,560,0,0,0,0.00,0.0,,,0,False,0.0,0,585,0.0,0.0,0.00,0.00,220,0,0.00,0,0.0,0.0,0.0,0.0,534,189,527,0.0,2023-08-10T15:00:05.039703Z,0.0,233,204,198,0,0.0,0.0,676,0,526,Muscle injury - Unknown return date,13,0.0,0,,220,560,0,0
60,Ollie Watkins,80,FWD,Aston Villa,1.0,,0,92299,13,25.4,0,0,38,0,Watkins,9,5,2.6,a,8.5,0.23,0.0,5.0,0,5,91166,54,0,5,0,0.23,3.44,1.0,,0,False,2.1,5,13,,5.0,3.44,0.10,13,1,0.33,0,0.0,23.4,29.0,0.33,25,13,45,0.6,,32.2,3,3,9,18,0.6,0.1,92299,1,36,,91166,5.0,90,,13,54,0,0
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,0.0,0.0,0,297,53,0.0,0,0,551,0,Wesley,53,0,0.0,u,0.0,0.0,0.0,0.0,0,47,0,584,0,0,0,0.00,0.0,,,0,False,0.0,0,623,0.0,0.0,0.00,0.00,61,0,0.00,0,0.0,0.0,0.0,0.0,568,245,562,0.0,2023-07-31T07:08:09.572672Z,0.0,86,52,52,0,0.0,0.0,297,0,561,Permanent transfer to Stoke,0,0.0,0,,61,584,0,0
584,Pau Torres,45,DEF,Aston Villa,0.0,,0,11484,186,2.7,0,0,404,0,Pau,194,0,2.0,a,0.0,0.0,0.0,0.0,0,134,10307,477,0,0,0,0.00,3.6,,,0,False,1.5,3,113,,4.58,2.36,0.02,197,0,0.02,0,0.0,0.0,0.0,0.03,437,463,428,0.0,,0.0,37,194,195,12,0.0,0.03,11484,0,428,,10307,0.0,59,,197,477,0,0
599,Moussa Diaby,65,MID,Aston Villa,1.05,,0,15621,279,7.7,0,0,651,0,Diaby,280,7,2.3,a,0.0,0.38,0.0,7.0,0,31,111659,32,0,7,0,0.36,2.93,,,0,False,1.8,4,47,,4.19,2.80,0.11,9,1,0.47,1,0.0,0.0,0.0,0.5,653,52,653,1.1,,0.0,14,280,278,26,1.1,0.12,15621,0,651,,111659,7.0,86,,9,32,0,0
618,Omari Kellyman,45,MID,Aston Villa,0.0,,0,289,165,0.0,0,0,477,0,Kellyman,182,0,1.0,a,0.0,0.0,0.0,0.0,0,280,375,536,0,0,0,0.00,0.0,,,0,False,0.5,0,531,,0.0,0.00,0.00,201,0,0.00,0,0.0,0.0,0.0,0.0,505,547,497,0.0,,0.0,197,181,175,0,0.0,0.0,289,0,497,,375,0.0,0,,201,536,0,0
62,Jaidon Anthony,50,MID,Bournemouth,1.53,,0,1338,84,0.2,0,0,154,0,Anthony,94,1,1.1,a,0.9,0.0,0.0,1.0,0,183,577,249,0,1,0,0.00,1.28,,3.0,0,False,1.6,1,373,,1.53,0.84,0.00,113,1,0.00,0,0.0,1.2,2.0,0.0,202,283,174,0.2,,5.4,114,97,77,1,0.2,0.0,1338,0,176,,577,1.0,59,2.0,113,249,0,0
63,Philip Billing,55,MID,Bournemouth,1.0,,0,5980,40,0.8,0,0,69,0,Billing,48,2,1.6,a,4.7,0.07,0.0,2.0,0,66,1090,151,0,2,0,0.07,1.07,,5.0,0,False,2.1,1,197,,1.0,1.07,0.06,67,1,0.13,0,0.0,17.1,14.0,0.13,86,107,68,0.4,,16.2,63,47,33,13,0.4,0.06,5980,0,93,,1090,2.0,90,1.0,67,151,0,0
64,David Brooks,50,MID,Bournemouth,1.22,,0,625,34,0.1,0,0,62,0,Brooks,54,2,1.1,a,3.5,0.19,0.0,2.0,0,123,627,123,0,2,0,0.16,1.07,,,0,False,1.6,1,430,,1.22,0.88,0.02,46,1,0.18,0,0.0,13.8,16.0,0.21,102,190,78,0.4,,5.2,142,52,79,4,0.4,0.02,625,0,178,,627,2.0,74,,46,123,0,0
65,Ryan Christie,50,MID,Bournemouth,1.36,100.0,0,146,50,0.0,0,0,85,0,Christie,56,2,1.1,a,3.5,0.03,0.0,2.0,0,135,110,128,0,2,0,0.02,1.15,,,0,False,1.2,1,590,75.0,1.36,0.84,0.03,48,1,0.05,0,0.0,14.8,9.0,0.07,104,209,75,0.4,2023-08-06T23:30:05.398527Z,11.4,237,50,46,8,0.4,0.04,146,0,124,,110,2.0,66,,48,128,0,0
66,Lewis Cook,50,MID,Bournemouth,0.0,50.0,0,465,196,0.0,0,0,519,0,L.Cook,211,0,0.6,d,0.0,0.0,0.0,0.0,0,133,22,567,0,0,0,0.00,0.0,,,0,False,1.6,0,571,,0.0,0.00,0.00,226,0,0.00,0,0.0,0.0,0.0,0.0,541,207,535,0.0,2023-08-12T21:30:06.147236Z,0.0,226,210,204,0,0.0,0.0,465,0,534,Hip injury - 50% chance of playing,22,0.0,0,,226,567,0,0
67,Siriki Dembélé,45,MID,Bournemouth,0.0,0.0,0,102,120,0.0,0,0,401,0,Siriki,139,0,0.0,u,0.0,0.0,0.0,0.0,0,230,0,474,0,0,0,0.00,0.0,,,0,False,0.0,0,645,0.0,0.0,0.00,0.00,161,0,0.00,0,0.0,0.0,0.0,0.0,434,459,425,0.0,2023-07-17T06:20:36.127600Z,0.0,268,137,132,0,0.0,0.0,102,0,425,Permanent Transfer to Birmingham,0,0.0,0,,161,474,0,0
68,Ryan Fredericks,45,DEF,Bournemouth,0.0,0.0,0,514,127,0.0,0,0,301,0,Fredericks,150,0,0.0,i,0.0,0.0,0.0,0.0,0,50,23,397,0,0,0,0.00,0.0,,,0,False,0.0,0,579,0.0,0.0,0.00,0.00,154,0,0.00,0,0.0,0.0,0.0,0.0,353,333,339,0.0,2023-08-06T23:30:05.414382Z,0.0,203,147,152,0,0.0,0.0,514,0,345,Calf injury - Unknown return date,23,0.0,0,,154,397,0,0
69,James Hill,40,DEF,Bournemouth,0.0,,0,1052,103,0.3,0,0,262,0,Hill,79,1,0.5,a,0.2,0.0,0.0,1.0,0,202,1939,180,0,1,0,0.00,1.14,,,0,False,1.0,0,293,,0.0,0.19,0.01,55,0,0.01,0,0.0,1.8,0.0,0.06,226,642,157,0.2,,0.0,113,50,132,1,0.2,0.06,1052,0,313,,1939,1.0,15,,55,180,0,0
70,Lloyd Kelly,45,DEF,Bournemouth,0.0,0.0,0,205,183,0.0,0,0,394,0,Kelly,191,0,0.0,i,0.0,0.0,0.0,0.0,0,128,16,467,0,0,0,0.00,0.0,,,0,False,0.0,0,615,0.0,0.0,0.00,0.00,194,0,0.00,0,0.0,0.0,0.0,0.0,427,450,418,0.0,2023-07-26T15:30:04.054546Z,0.0,210,191,192,0,0.0,0.0,205,0,418,Knock - Unknown return date,16,0.0,0,,194,467,0,0
71,Gavin Kilkenny,45,MID,Bournemouth,0.0,,0,543,131,0.1,0,0,422,0,Kilkenny,149,0,0.5,a,0.0,0.0,0.0,0.0,0,241,280,490,0,0,0,0.00,0.0,,,0,False,1.0,0,460,,0.0,0.00,0.00,170,0,0.00,0,0.0,0.0,0.0,0.0,454,483,446,0.0,,0.0,158,148,142,0,0.0,0.0,543,0,446,,280,0.0,0,,170,490,0,0
72,Justin Kluivert,50,MID,Bournemouth,0.0,,0,3789,223,0.5,0,0,559,0,Kluivert,234,1,1.1,a,0.0,0.0,0.0,1.0,0,167,502,241,0,1,0,0.00,0.69,,,0,False,1.6,0,235,,0.0,0.23,0.01,108,0,0.01,0,0.0,0.0,0.0,0.03,575,256,569,0.2,,0.0,75,233,227,2,0.2,0.03,3789,0,568,,502,1.0,30,,108,241,0,0
73,Jamal Lowe,50,MID,Bournemouth,0.0,,0,149,192,0.0,0,0,513,0,Lowe,207,0,1.1,a,0.0,0.0,0.0,0.0,0,126,18,562,0,0,0,0.00,0.0,,,0,False,1.6,0,597,,0.0,0.00,0.00,222,0,0.00,0,0.0,0.0,0.0,0.0,536,196,529,0.0,,0.0,240,206,200,0,0.0,0.0,149,0,528,,18,0.0,0,,222,562,0,0
74,Emiliano Marcondes,45,MID,Bournemouth,0.0,,0,295,101,0.0,0,0,327,0,Marcondes,121,0,0.5,a,0.0,0.0,0.0,0.0,0,209,118,413,0,0,0,0.00,0.0,,,0,False,1.0,0,528,,0.0,0.00,0.00,143,0,0.00,0,0.0,0.0,0.0,0.0,374,363,362,0.0,,0.0,196,119,114,0,0.0,0.0,295,0,366,,118,0.0,0,,143,413,0,0
75,Chris Mepham,45,DEF,Bournemouth,0.0,,0,715,175,0.1,0,0,380,0,Mepham,64,0,1.5,a,1.7,0.0,0.0,0.0,1,119,107,456,0,0,0,0.00,0.69,,,0,False,2.0,0,446,,0.0,0.23,0.01,189,0,0.01,0,0.0,11.2,0.0,0.03,172,435,102,0.0,,5.8,171,28,68,2,0.0,0.03,715,0,175,,107,0.0,30,,189,456,0,0
76,Kieffer Moore,50,FWD,Bournemouth,0.0,,0,4009,18,0.5,0,0,99,0,Moore,22,1,0.9,a,0.9,0.16,0.0,1.0,0,44,1037,230,0,1,0,0.04,0.9,,,0,False,1.4,0,236,,0.0,0.23,0.05,28,0,0.09,0,0.0,3.3,7.0,0.36,199,197,142,0.2,,0.0,43,14,49,2,0.2,0.2,4009,0,529,,1037,1.0,23,,28,230,0,0
77,Norberto Murara Neto,45,GKP,Bournemouth,1.0,,0,3037,52,0.8,0,0,298,0,Neto,11,2,1.9,a,1.4,0.0,0.0,2.0,0,16,1602,97,1,2,0,0.00,1.07,,,0,False,2.4,1,194,,1.0,1.07,0.01,12,1,0.01,0,1.0,0.0,0.0,0.01,185,328,336,0.4,,14.0,27,53,10,11,0.4,0.01,3037,0,105,,1602,2.0,90,,12,97,0,0
78,Dango Ouattara,50,MID,Bournemouth,0.0,0.0,0,1081,240,0.0,0,0,592,0,O.Dango,250,0,0.0,i,0.0,0.0,0.0,0.0,0,197,23,612,0,0,0,0.00,0.0,,,0,False,1.6,0,519,,0.0,0.00,0.00,253,0,0.00,0,0.0,0.0,0.0,0.0,606,304,600,0.0,2023-08-12T21:30:06.219128Z,0.0,189,248,244,0,0.0,0.0,1081,0,599,Ankle injury - Expected back 17 Sep,23,0.0,0,,253,612,0,0
79,Ben Pearson,45,MID,Bournemouth,0.0,0.0,0,30,104,0.0,0,0,333,0,Pearson,124,0,0.0,u,0.0,0.0,0.0,0.0,0,212,0,419,0,0,0,0.00,0.0,,,0,False,0.0,0,659,0.0,0.0,0.00,0.00,146,0,0.00,0,0.0,0.0,0.0,0.0,379,370,367,0.0,2023-07-11T08:58:20.803049Z,0.0,280,122,117,0,0.0,0.0,30,0,371,Permanent transfer to Stoke City,0,0.0,0,,146,419,0,0
80,Darren Randolph,40,GKP,Bournemouth,0.0,,0,1442,5,0.6,0,0,175,0,Randolph,19,0,0.5,a,0.0,0.0,0.0,0.0,0,34,1109,287,0,0,0,0.00,0.0,,,0,False,1.0,0,209,,0.0,0.00,0.00,25,0,0.00,0,0.0,0.0,0.0,0.0,237,555,218,0.0,,0.0,30,6,19,0,0.0,0.0,1442,0,229,,1109,0.0,0,,25,287,0,0
81,Joe Rothwell,50,MID,Bournemouth,1.0,,0,126,93,0.0,0,0,169,0,Rothwell,55,2,1.1,a,3.5,0.03,0.0,2.0,0,134,80,127,0,2,0,0.03,1.07,,2.0,0,False,1.6,1,591,,1.0,1.07,0.04,47,1,0.07,0,0.0,15.3,1.0,0.07,103,208,74,0.4,,18.8,238,49,28,13,0.4,0.04,126,0,81,,80,2.0,90,4.0,47,127,0,0
82,Antoine Semenyo,45,FWD,Bournemouth,0.0,100.0,0,7108,21,1.2,0,0,131,0,Semenyo,24,4,0.5,a,0.5,0.42,0.0,4.0,0,75,26583,59,0,4,0,0.07,1.14,,,0,False,0.8,0,156,75.0,0.0,0.19,0.01,14,0,0.08,0,0.0,2.3,3.0,0.48,215,478,150,0.9,2023-08-06T23:30:05.439700Z,0.0,31,16,35,11,0.9,0.06,7108,1,441,,26583,4.0,15,,14,59,0,0
83,Marcos Senesi,45,DEF,Bournemouth,1.53,,0,1085,171,0.2,0,0,374,0,Senesi,63,1,1.5,a,1.7,0.0,0.0,1.0,0,113,298,199,0,1,0,0.00,1.28,,,0,False,2.0,1,357,,1.53,0.84,0.02,72,1,0.02,0,0.0,0.5,0.0,0.03,171,427,191,0.2,,16.2,138,66,40,9,0.2,0.03,1085,0,92,,298,1.0,59,,72,199,0,0
84,Adam Smith,45,DEF,Bournemouth,0.0,0.0,0,490,121,0.0,0,0,290,0,Smith,145,0,0.0,i,0.0,0.0,0.0,0.0,0,41,23,390,0,0,0,0.00,0.0,,,0,False,0.0,0,573,0.0,0.0,0.00,0.00,149,0,0.00,0,0.0,0.0,0.0,0.0,345,319,329,0.0,2023-08-06T23:30:05.454428Z,0.0,202,142,147,0,0.0,0.0,490,0,337,Muscle injury - Unknown return date,23,0.0,0,,149,390,0,0
85,Dominic Solanke,65,FWD,Bournemouth,1.0,,0,14133,3,3.0,0,0,3,0,Solanke,4,7,1.7,a,13.6,0.98,0.0,7.0,0,17,10880,30,0,7,1,0.98,1.07,1.0,,0,False,2.2,1,105,,1.0,1.07,0.14,8,1,1.12,1,0.0,23.0,72.0,1.12,10,46,48,1.1,,40.6,17,4,6,22,1.1,0.14,14133,0,19,,10880,7.0,90,,8,30,0,0
86,Marcus Tavernier,55,MID,Bournemouth,0.0,0.0,0,593,258,0.0,0,0,619,0,Tavernier,264,0,0.0,i,0.0,0.0,0.0,0.0,0,74,19,631,0,0,0,0.00,0.0,,4.0,0,False,0.0,0,580,0.0,0.0,0.00,0.00,267,0,0.00,0,0.0,0.0,0.0,0.0,626,119,624,0.0,2023-07-26T15:30:04.076941Z,0.0,230,263,259,0,0.0,0.0,593,0,621,Knock - Unknown return date,19,0.0,0,3.0,267,631,0,0
87,Hamed Traorè,50,MID,Bournemouth,0.0,,0,283,230,0.0,0,0,573,0,Hamed Traorè,240,0,1.1,a,0.0,0.0,0.0,0.0,0,177,33,597,0,0,0,0.00,0.0,,1.0,0,False,1.6,0,575,,0.0,0.00,0.00,245,0,0.00,0,0.0,0.0,0.0,0.0,587,273,581,0.0,,0.0,229,238,233,0,0.0,0.0,283,0,579,,33,0.0,0,6.0,245,597,0,0
88,Mark Travers,40,GKP,Bournemouth,0.0,0.0,0,1664,35,0.2,0,0,234,0,Travers,47,0,0.0,u,0.0,0.0,0.0,0.0,0,64,0,341,0,0,0,0.00,0.0,,,0,False,0.0,0,354,0.0,0.0,0.00,0.00,53,0,0.00,0,0.0,0.0,0.0,0.0,294,614,277,0.0,2023-07-28T08:25:34.409705Z,0.0,54,36,47,0,0.0,0.0,1664,0,285,On loan to Stoke City for the season,0,0.0,0,,53,341,0,0
89,Illia Zabarnyi,45,DEF,Bournemouth,1.0,,0,425,194,0.1,0,0,441,0,Zabarnyi,65,2,1.5,a,1.7,0.0,0.0,2.0,0,145,397,116,0,2,0,0.00,1.07,,,0,False,2.0,1,445,,1.0,1.07,0.01,43,1,0.01,0,0.0,1.2,0.0,0.01,173,505,173,0.4,,15.4,170,57,43,11,0.4,0.01,425,0,96,,397,2.0,90,,43,116,0,0
595,Milos Kerkez,45,DEF,Bournemouth,1.0,,0,855,198,0.2,0,0,475,0,Kerkez,203,2,1.5,a,0.0,0.0,0.0,2.0,0,151,889,117,0,2,0,0.00,1.07,,,0,False,2.0,1,310,,1.0,1.07,0.05,44,1,0.05,0,0.0,0.0,0.0,0.05,503,545,495,0.4,,0.0,118,203,204,11,0.4,0.05,855,0,495,,889,2.0,90,,44,117,0,0
607,Ionuț Radu,45,GKP,Bournemouth,0.0,,0,647,62,0.1,0,0,367,0,Radu,68,0,1.9,a,0.0,0.0,0.0,0.0,0,26,71,446,0,0,0,0.00,0.0,,,0,False,2.4,0,423,,0.0,0.00,0.00,71,0,0.00,0,0.0,0.0,0.0,0.0,405,419,395,0.0,,0.0,61,62,68,0,0.0,0.0,647,0,396,,71,0.0,0,,71,446,0,0
619,Ben Greenwood,40,DEF,Bournemouth,0.0,,0,693,105,0.1,0,0,265,0,Greenwood,132,0,0.5,a,0.0,0.0,0.0,0.0,0,205,879,370,0,0,0,0.00,0.0,,,0,False,1.0,0,386,,0.0,0.00,0.00,137,0,0.00,0,0.0,0.0,0.0,0.0,324,646,307,0.0,,0.0,149,129,134,0,0.0,0.0,693,0,316,,879,0.0,0,,137,370,0,0
643,Max Aarons,45,DEF,Bournemouth,1.22,,0,607,181,0.1,0,0,390,0,Aarons,189,2,1.5,a,0.0,0.0,0.0,2.0,0,126,2838,112,0,2,0,0.00,1.07,,,0,False,2.0,1,407,,1.22,0.88,0.07,40,1,0.07,0,0.0,0.0,0.0,0.09,423,446,414,0.4,,0.0,158,189,190,17,0.4,0.09,607,0,414,,2838,2.0,74,,40,112,0,0
644,Alex Scott,50,MID,Bournemouth,0.0,0.0,0,279,236,0.0,0,0,586,0,Scott,246,0,0.0,i,0.0,0.0,0.0,0.0,0,193,222,607,0,0,0,0.00,0.0,,,0,False,0.0,0,619,0.0,0.0,0.00,0.00,250,0,0.00,0,0.0,0.0,0.0,0.0,600,298,594,0.0,2023-08-11T16:00:09.116839Z,0.0,252,244,240,0,0.0,0.0,279,0,593,Knee injury - Unknown return date,222,0.0,0,,250,607,0,0
90,Kristoffer Ajer,45,DEF,Brentford,1.08,,0,1461,41,0.3,0,0,139,0,Ajer,61,1,2.0,a,1.7,0.0,0.0,1.0,0,88,2430,192,0,1,0,0.00,1.24,,,0,False,2.0,2,275,,2.17,1.14,0.01,66,1,0.01,0,0.0,1.0,2.0,0.01,169,393,176,0.2,,14.2,103,58,45,7,0.2,0.01,1461,0,102,,2430,1.0,83,,66,192,0,0
91,Ellery Balcombe,40,GKP,Brentford,0.0,,0,755,36,0.3,0,0,239,0,Balcombe,48,0,1.0,a,0.0,0.0,0.0,0.0,0,65,631,346,0,0,0,0.00,0.0,,,0,False,1.0,0,295,,0.0,0.00,0.00,54,0,0.00,0,0.0,0.0,0.0,0.0,299,619,282,0.0,,0.0,46,37,48,0,0.0,0.0,755,0,290,,631,0.0,0,,54,346,0,0
92,Shandon Baptiste,45,MID,Brentford,0.0,,0,15404,126,3.2,0,0,410,0,Baptiste,110,1,1.0,a,0.2,0.0,0.0,1.0,0,236,5410,204,0,1,0,0.00,1.2,,,0,False,1.0,0,98,,0.0,0.24,0.01,86,0,0.01,0,0.0,0.0,0.0,0.05,227,469,434,0.2,,2.2,36,143,92,3,0.2,0.05,15404,0,202,,5410,1.0,18,,86,204,0,0
93,Mads Bech Sørensen,40,DEF,Brentford,0.0,,0,977,81,0.2,0,0,233,0,Bech,109,0,1.0,a,0.0,0.0,0.0,0.0,0,180,639,340,0,0,0,0.00,0.0,,,0,False,1.0,0,330,,0.0,0.00,0.00,115,0,0.00,0,0.0,0.0,0.0,0.0,293,613,276,0.0,,0.0,127,106,110,0,0.0,0.0,977,0,284,,639,0.0,0,,115,340,0,0
94,Mads Bidstrup,45,MID,Brentford,0.0,0.0,0,41,144,0.0,0,0,443,0,Bidstrup,162,0,0.0,u,0.0,0.0,0.0,0.0,0,256,0,509,0,0,0,0.00,0.0,,,0,False,0.0,0,656,0.0,0.0,0.00,0.00,183,0,0.00,0,0.0,0.0,0.0,0.0,472,508,464,0.0,2023-07-19T08:50:35.624414Z,0.0,278,161,155,0,0.0,0.0,41,0,464,Transfer to Red Bull Salzburg on a permanent basis,0,0.0,0,,183,509,0,0
95,Sergi Canós Tenés,50,MID,Brentford,0.0,,0,467,204,0.0,0,0,528,0,Canós,219,0,1.6,a,0.0,0.0,0.0,0.0,0,144,190,571,0,0,0,0.00,0.0,,,0,False,1.6,0,513,,0.0,0.00,0.00,230,0,0.00,0,0.0,0.0,0.0,0.0,550,219,544,0.0,,0.0,186,218,212,0,0.0,0.0,467,0,543,,190,0.0,0,,230,571,0,0
96,Nathan Collins,45,DEF,Brentford,1.0,,0,1023,35,0.3,0,0,122,0,Collins,41,1,2.0,a,2.6,0.0,0.0,1.0,0,135,1288,206,0,1,0,0.00,1.26,,,0,False,2.0,2,283,,2.0,1.26,0.01,77,1,0.01,0,0.0,0.7,4.0,0.01,129,472,182,0.2,,20.8,107,61,27,16,0.2,0.01,1023,0,68,,1288,1.0,90,,77,206,0,0
97,Matthew Cox,40,GKP,Brentford,0.0,0.0,0,111,46,0.0,0,0,274,0,Cox,58,0,0.0,u,0.0,0.0,0.0,0.0,0,75,0,377,0,0,0,0.00,0.0,,,0,False,0.0,0,624,0.0,0.0,0.00,0.00,64,0,0.00,0,0.0,0.0,0.0,0.0,332,656,315,0.0,2023-07-26T11:24:14.392215Z,0.0,72,47,58,0,0.0,0.0,111,0,324,On loan to Bristol Rovers for the season,0,0.0,0,,64,377,0,0
98,Mikkel Damsgaard,50,MID,Brentford,0.0,,0,991,31,0.1,0,0,59,0,Damsgaard,64,1,1.6,a,2.8,0.15,0.0,1.0,0,182,584,248,0,1,0,0.07,1.25,,,0,False,1.6,0,412,,0.0,0.57,0.01,112,0,0.08,0,0.0,0.3,17.0,0.17,121,280,202,0.2,,10.4,131,108,53,4,0.2,0.02,991,0,136,,584,1.0,41,,112,248,0,0
99,Josh Dasilva,50,MID,Brentford,0.0,100.0,0,1088,209,0.1,0,0,534,0,Dasilva,223,0,1.6,a,0.0,0.0,0.0,0.0,0,149,446,574,0,0,0,0.00,0.0,4.0,,0,False,1.6,0,411,100.0,0.0,0.00,0.00,232,0,0.00,0,0.0,0.0,0.0,0.0,555,225,549,0.0,2023-08-06T23:30:05.481868Z,0.0,130,222,216,0,0.0,0.0,1088,0,548,,446,0.0,0,,232,574,0,0
100,Halil Dervişoğlu,45,FWD,Brentford,0.0,0.0,0,196,37,0.0,0,0,416,0,Dervişoğlu,37,0,0.0,u,0.0,0.0,0.0,0.0,0,74,0,485,0,0,0,0.00,0.0,,,0,False,0.0,0,613,0.0,0.0,0.00,0.00,49,0,0.00,0,0.0,0.0,0.0,0.0,448,476,440,0.0,2023-07-19T08:49:49.674290Z,0.0,85,36,34,0,0.0,0.0,196,0,439,Transfer to Galatasaray on a permanent basis,0,0.0,0,,49,485,0,0
101,Mark Flekken,45,GKP,Brentford,1.0,,0,4499,58,2.0,0,0,324,0,Flekken,65,2,2.4,a,0.0,0.0,0.0,2.0,0,22,7776,104,4,2,0,0.00,1.26,,,0,False,2.4,2,128,,2.0,1.26,0.00,14,1,0.00,0,4.0,0.0,0.0,0.0,371,360,359,0.4,,0.0,17,58,65,17,0.4,0.0,4499,0,363,,7776,2.0,90,,14,104,0,0
102,Charlie Goode,40,DEF,Brentford,0.0,,0,701,79,0.2,0,0,226,0,Goode,107,0,1.0,a,0.0,0.0,0.0,0.0,0,178,344,334,0,0,0,0.00,0.0,,,0,False,1.0,0,368,,0.0,0.00,0.00,113,0,0.00,0,0.0,0.0,0.0,0.0,287,606,269,0.0,,0.0,144,104,108,0,0.0,0.0,701,0,278,,344,0.0,0,,113,334,0,0
103,Rico Henry,45,DEF,Brentford,1.0,100.0,0,5646,26,2.9,0,0,104,0,Henry,5,4,2.0,a,7.6,0.0,0.0,4.0,0,91,68233,58,0,4,0,0.00,1.26,,,0,False,2.0,2,108,100.0,2.0,1.26,0.74,23,1,0.74,0,0.0,36.3,6.0,0.74,32,396,18,0.9,2023-08-06T23:30:05.495330Z,33.8,36,5,9,20,0.9,0.74,5646,1,25,,68233,4.0,90,,23,58,0,0
104,Aaron Hickey,45,DEF,Brentford,1.27,,0,1299,36,0.3,0,0,123,0,Hickey,42,0,2.0,a,2.6,0.04,0.0,0.0,1,143,844,504,0,0,0,0.03,1.29,,,0,False,2.0,2,271,,2.54,1.02,0.08,201,1,0.11,0,0.0,10.8,4.0,0.14,130,500,111,0.0,,11.0,102,33,56,7,0.0,0.1,1299,0,129,,844,0.0,71,,201,504,0,0
105,Vitaly Janelt,55,MID,Brentford,1.0,,0,647,33,0.1,0,0,61,0,Janelt,49,2,2.1,a,4.3,0.02,0.0,2.0,0,77,353,153,0,2,0,0.02,1.26,,,0,False,2.1,2,456,,2.0,1.26,0.01,69,1,0.03,0,0.0,11.5,17.0,0.03,89,122,99,0.4,,14.6,156,65,37,6,0.4,0.01,647,0,101,,353,2.0,90,,69,153,0,0
106,Mathias Jensen,55,MID,Brentford,1.88,75.0,0,8201,70,0.8,0,0,126,0,Jensen,96,4,1.5,d,0.8,0.0,0.0,4.0,0,78,1002,64,0,4,0,0.00,1.29,,2.0,0,False,2.1,2,186,,3.75,0.69,0.03,21,1,0.03,0,0.0,0.7,4.0,0.06,205,124,184,0.7,2023-08-13T21:30:06.166245Z,3.4,60,102,85,9,0.7,0.06,8201,1,193,Thigh injury - 75% chance of playing,1002,4.0,48,2.0,21,64,0,0
107,Keane Lewis-Potter,50,MID,Brentford,0.0,,0,335,228,0.0,0,0,571,0,Lewis-Potter,238,0,1.6,a,0.0,0.0,0.0,0.0,0,175,78,596,0,0,0,0.00,0.0,,,0,False,1.6,0,536,,0.0,0.00,0.00,244,0,0.00,0,0.0,0.0,0.0,0.0,585,271,579,0.0,,0.0,202,236,231,0,0.0,0.0,335,0,577,,78,0.0,0,,244,596,0,0
108,Bryan Mbeumo,65,MID,Brentford,1.0,100.0,0,14079,6,9.9,0,0,14,0,Mbeumo,14,7,2.3,a,8.3,1.35,0.0,7.0,0,32,120369,33,0,7,0,1.35,1.26,2.0,1.0,0,False,2.3,2,37,100.0,2.0,1.26,0.03,10,1,1.38,1,0.0,6.0,44.0,1.38,26,53,128,1.1,2023-08-06T23:30:05.510200Z,33.4,11,78,10,14,1.1,0.03,14079,0,29,,120369,7.0,90,3.0,10,33,0,0
109,Ben Mee,50,DEF,Brentford,0.0,75.0,0,73819,200,5.9,0,0,489,0,Mee,204,0,1.7,d,0.0,0.0,0.0,0.0,0,14,7194,546,0,0,0,0.00,0.0,,,0,False,2.3,0,63,,0.0,0.00,0.00,204,0,0.00,0,0.0,0.0,0.0,0.0,515,160,507,0.0,2023-08-13T21:30:06.204092Z,0.0,23,204,205,0,0.0,0.0,73819,0,507,Calf injury - 75% chance of playing,7194,0.0,0,,204,546,0,0
